processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
GBGCR579-15	KJ710893	6166310	CNiGRR04	KJ710893	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus										M. Shirley													taxon:1314694		10.4395	-2.0931							Ghana		Kulpawn River, Gbelle Resource Reserve											
GBGCR588-15	KJ710918	6166319	CNiTAD03	KJ710918	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus										M. Shirley													taxon:1314694		7.645	-1.138							Ghana		Tiatia, near Digya NP											
GBGCR589-15	KJ710919	6166320	CNiTAD04	KJ710919	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus										M. Shirley													taxon:1314694		7.645	-1.138							Ghana		Tiatia, near Digya NP											
GBGCR590-15	KJ710925	6166321	CNiAZ02	KJ710925	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus										M. Shirley													taxon:1314694										Ghana		Accra Zoo											
GBGCR595-15	KJ710905	6166326	CNiGuinea04	KJ710905	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus										M. Shirley													taxon:1314694		9.4067	-13.3898							Guinea		Kabak Island, Coast											
GBGCR618-15	KM032772	6166349	A01026	KM032772	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus																							taxon:1314694										United States		St. Augustine Alligator Farm											
GBGCR652-15	KJ710976	6166383	TGuin01_WA	KJ710976	Mined from GenBank, NCBI		BOLD:ACH5555	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861					M. Shirley													taxon:184242										Guinea		Conakry, unknown wild origin											
GBGCR657-15	KJ710981	6166388	TRGNP03_WA	KJ710981	Mined from GenBank, NCBI		BOLD:ACH5555	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861					M. Shirley													taxon:184242		13.6554	-14.9047							Gambia		River Gambia National Park											
GBGCR665-15	KJ722676	6166396	TLPZ04_WA	KJ722676	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																		taxon:184242										United States		Lincoln Park Zoo											
GBGCR669-15	KJ722680	6166400	TRep02_WA	KJ722680	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																		taxon:184242										United States		Clyde Peeling`s Reptiland											
GBGCR677-15	KJ722688	6166408	TL152_Ot	KJ722688	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																		taxon:184242										United States		St. Augustine Alligator Farm											
GBGCR6821-19	KM104203	9675958			Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			165506	Mecistops	165507	Mecistops cataphractus					CUVIER 1825																												United States													
GBGCR6823-19	KM104205	9675960			Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			165506	Mecistops	165507	Mecistops cataphractus					CUVIER 1825																												United States													
GBGCR6829-19	KM104210	9675966			Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			165506	Mecistops	165507	Mecistops cataphractus					CUVIER 1825																												United States													
GBGCR6834-19	KY994087	9675971	Medano_GRO 11		Mined from GenBank, NCBI		BOLD:AAR5109	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	195564	Crocodylus acutus					CUVIER 1807																				16.5537	-98.8545							Mexico													
GBGCR6840-19	KY994093	9675977	Fortuna_Gro 1		Mined from GenBank, NCBI		BOLD:AAR5109	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	195564	Crocodylus acutus					CUVIER 1807																				16.6892	-99.3236							Mexico													
GBGCR6849-19	MF765604	9675986			Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	195564	Crocodylus acutus					CUVIER 1807																																									
GBGCR6850-19	MH063340	9675987	FAZC 14680		Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768																												Madagascar													
GBGCR687-15	KM406125	6166418	Z77	KM406125	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																		taxon:184242																							
GBGCR689-15	KM406129	6166420	Z81	KM406129	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																		taxon:184242																							
GBGCR696-15	KM406137	6166427	Z93	KM406137	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																		taxon:184242																							
GBGCR711-15	KJ710972	6166442	TKin02_Oo	KJ710972	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis	195563	Osteolaemus tetraspis osborni								M. Shirley													taxon:475781										Democratic Republic of the Congo	Kinshasa	Reptile Park, Kinshasa											
GBMNA11063-19	DQ353946	9628061		DQ353946	Mined from GenBank, NCBI		BOLD:AAE9428	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	105798	Crocodylus siamensis					SCHNEIDER 1801																																									
GBMNA11073-19	AJ810455	9628071		AJ810455	Mined from GenBank, NCBI		BOLD:ADC8992	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			80679	Tomistoma	80680	Tomistoma schlegelii					MÜLLER 1838																																									
GBMNB58028-20	LC468827	11652371		LC468827	Mined from GenBank, NCBI		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis	195562	Osteolaemus tetraspis tetraspis																																												
GBMTG4903-16	NC_024513	6963276		NC_024513	Mined from GenBank, NCBI		BOLD:ACI0039	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	500506	Crocodylus rhombifer					CUVIER 1807																																									
GBMTG816-16	NC_008142	6959189		NC_008142	Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768																																									
BSHMT103-09	101	998518		G-OT83	American Museum of Natural History			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis	195562	Osteolaemus tetraspis tetraspis								Mitchell Eaton								M							-1.89492	9.51856							Gabon				Rembo Rabi									
BSHMT104-09	102	998519		G-OT143	American Museum of Natural History		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis	195562	Osteolaemus tetraspis tetraspis								Mitchell Eaton								M							-1.88819	9.55129							Gabon				Rembo Rabi									
BSHMT108-09	156.AMNH	998523		G-OT419	American Museum of Natural History		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis	195562	Osteolaemus tetraspis tetraspis								Mitchell Eaton								M							-3.72669	11.1227							Gabon				Louzibi R (haut), Mayumba									
BSHMT110-09	201	998525		G-OT05	American Museum of Natural History		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis	195562	Osteolaemus tetraspis tetraspis								Mitchell Eaton								F							-1.93064	9.32803							Gabon				Iguela lagoon									
BSHMT118-09	108	998533		DB 634(1)	American Museum of Natural History		BOLD:AAA8321	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis	195563	Osteolaemus tetraspis osborni								Mitchell Eaton								M															Republic of the Congo				Dzeke									
BSHMT120-09	115	998535		DB 1086(01)	American Museum of Natural History		BOLD:AAA8321	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis	195563	Osteolaemus tetraspis osborni								Mitchell Eaton								F							1.64838	17.359							Republic of the Congo				Mokengui									
BSHMT121-09	117	998536		DB 1088(2a)	American Museum of Natural History		BOLD:AAA8321	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis	195563	Osteolaemus tetraspis osborni								Mitchell Eaton															1.64838	17.359							Republic of the Congo				Mokengui									
BSHMT141-09	G-CN37	998556		G-CN37	American Museum of Natural History		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768					Mitchell Eaton								F							-2.27754	9.58798							Gabon				P. Loango lagoon									
BSHMT142-09	G-CN44	998557		G-CN44	American Museum of Natural History		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768					Mitchell Eaton								F							-1.93341	9.33002							Gabon				Iguela lagoon									
GBGC11143-13	JF502242	3589353	St. Augustine A...		Mined from GenBank, NCBI		BOLD:AAR5109	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	462338	Crocodylus intermedius					GRAVES 1819																																									
GBGC11144-13	JF502241	3589354	St. Augustine A...		Mined from GenBank, NCBI		BOLD:AAR5109	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	195564	Crocodylus acutus					CUVIER 1807																																									
GBGC11588-13	JX627041	3630621	JX627041	JX627041	Mined from GenBank, NCBI		BOLD:AAA8320	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	647702	Osteolaemus sp. FAF-2012																																														
GBGC11590-13	JX627039	3630623	JX627039	JX627039	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	647702	Osteolaemus sp. FAF-2012																																														
GBGC11592-13	JX627037	3630625	JX627037	JX627037	Mined from GenBank, NCBI		BOLD:AAA8320	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	647702	Osteolaemus sp. FAF-2012																																														
GBGC11593-13	JX627036	3630626	JX627036	JX627036	Mined from GenBank, NCBI		BOLD:AAA8320	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	647702	Osteolaemus sp. FAF-2012																																														
GBGC11594-13	JX627035	3630627	JX627035	JX627035	Mined from GenBank, NCBI		BOLD:ACH5555	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	647702	Osteolaemus sp. FAF-2012																																														
GBGC11596-13	JX627033	3630629	JX627033	JX627033	Mined from GenBank, NCBI		BOLD:AAA8321	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis	195563	Osteolaemus tetraspis osborni																																												
GBGC11600-13	JX627029	3630633	JX627029	JX627029	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC11603-13	JX627026	3630636	JX627026	JX627026	Mined from GenBank, NCBI		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC4838-08	EU159860	787897	EU159860		Mined from GenBank, NCBI		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC4864-08	EU159834	787923	EU159834		Mined from GenBank, NCBI		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC6931-09	FJ390092	1020902	FJ390092		Mined from GenBank, NCBI		BOLD:AAA8320	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861					M. Shirley																							Ghana													
GBGC8730-09	EU621815	1113337	EU621815		Mined from GenBank, NCBI		BOLD:AAE9428	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	79472	Crocodylus porosus					SCHNEIDER 1801																																									
GBGCR319-15	KF273839	5633931	IGUNdna0000560	KF273839	Mined from GenBank, NCBI		BOLD:AAR5109	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	195564	Crocodylus acutus					CUVIER 1807																		taxon:48399										Colombia													
GBGCR461-15	KJ710929	6166192	CNiQENP01	KJ710929	Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768					M. Shirley													taxon:8501		-0.2343	29.8882							Uganda		Queen Elizabeth National Park											
GBGCR478-15	KJ710946	6166209	CNiEDE02	KJ710946	Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768					M. Shirley													taxon:8501		23.8666	32.9104							Egypt		north Lake Nasser, west bank											
GBGCR489-15	KJ710957	6166220	CNiLMNP02	KJ710957	Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768					M. Shirley													taxon:8501		-0.6	30.95							Uganda		Lake Mburo National Park											
GBGCR491-15	KJ710959	6166222	CNiSemiNP01	KJ710959	Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768					M. Shirley													taxon:8501		0.7502	30.0259							Uganda		Semliki River, Semuliki NP											
GBGCR496-15	KJ710964	6166227	GCN37	KJ710964	Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768					M. Shirley													taxon:8501		-2.29	9.5907							Gabon		Petit Loango, Loango NP											
GBGCR503-15	HM490323	6166234	MAS1	HM490323	Mined from GenBank, NCBI		BOLD:ACS0729	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	462342	Crocodylus palustris					LESSON 1831																		taxon:184238																							
GBGCR506-15	HM490326	6166237	MAS4	HM490326	Mined from GenBank, NCBI		BOLD:ACS0729	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	462342	Crocodylus palustris					LESSON 1831																		taxon:184238																							
GBGCR507-15	HM490327	6166238	MAS5	HM490327	Mined from GenBank, NCBI		BOLD:ACS0729	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	462342	Crocodylus palustris					LESSON 1831																		taxon:184238																							
GBGCR512-15	HM490332	6166243	AP2	HM490332	Mined from GenBank, NCBI		BOLD:ACS0729	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	462342	Crocodylus palustris					LESSON 1831																		taxon:184238																							
GBGCR520-15	HM490340	6166251	MP1	HM490340	Mined from GenBank, NCBI		BOLD:ACS0729	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	462342	Crocodylus palustris					LESSON 1831																		taxon:184238																							
GBGCR522-15	HM490342	6166253	MP3	HM490342	Mined from GenBank, NCBI		BOLD:ACS0729	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	462342	Crocodylus palustris					LESSON 1831																		taxon:184238																							
GBGCR536-15	HM490356	6166267	AP3	HM490356	Mined from GenBank, NCBI		BOLD:ADC8669	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	79472	Crocodylus porosus					SCHNEIDER 1801																		taxon:8502																							
GBGCR537-15	HM490357	6166268	AP4	HM490357	Mined from GenBank, NCBI		BOLD:ADC8669	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	79472	Crocodylus porosus					SCHNEIDER 1801																		taxon:8502																							
GBGCR548-15	KJ710920	6166279	CNiYam01	KJ710920	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus										M. Shirley													taxon:1314694		6.8175	-5.2836							Cote d'Ivoire		Yamoussoukro											
GBGCR555-15	KJ710911	6166286	CNiKin01	KJ710911	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus										M. Shirley													taxon:1314694										Democratic Republic of the Congo	Kinshasa	Reptile Park, Kinshasa											
GBGCR556-15	KJ710913	6166287	CNiRGNP01	KJ710913	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus										M. Shirley													taxon:1314694		13.6554	-14.9047							Gambia		River Gambia National Park											
GBGCR560-15	KJ710868	6166291	CNiAW08	KJ710868	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus										M. Shirley													taxon:1314694		5.0203	-2.5971							Ghana		Amansuri Wetland											
GBGCR570-15	KJ710882	6166301	CNiHCB02	KJ710882	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus										M. Shirley													taxon:1314694		5.1791	-1.3094							Ghana		Hans Cottage Botel											
GBGCR574-15	KJ710887	6166305	CNiBnp07	KJ710887	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus										M. Shirley													taxon:1314694		8.294	-2.2797							Ghana	Volta	Black Volta River, Bui NP											
GBGCR584-15	KJ710912	6166315	CNiDAR02	KJ710912	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus										M. Shirley													taxon:1314694		6.6033	-0.2663							Ghana		Afram River, Dedaso											
GBGCR586-15	KJ710916	6166317	CNiTAD01	KJ710916	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus										M. Shirley													taxon:1314694		7.645	-1.138							Ghana		Tiatia, near Digya NP											
GBGCR610-15	KM032764	6166341	301816	KM032764	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus																							taxon:1314694										United States		Philidephia Zoo											
GBGCR614-15	KM032768	6166345		KM032768	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus																							taxon:1314694										United States		Everglades Alligator Adventure											
GBGCR621-15	KM032775	6166352	60201	KM032775	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus																							taxon:1314694										United States		Busch Gardens Tampa											
GBGCR661-15	KJ722672	6166392	TSAAF08_WA	KJ722672	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																		taxon:184242										United States		St. Augustine Alligator Farm											
GBGCR663-15	KJ722674	6166394	TLPZ02_WA	KJ722674	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																		taxon:184242										United States		Lincoln Park Zoo											
GBGCR664-15	KJ722675	6166395	TLPZ03_WA	KJ722675	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																		taxon:184242										United States		Lincoln Park Zoo											
GBGCR668-15	KJ722679	6166399	TRep01_WA	KJ722679	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																		taxon:184242										United States		Clyde Peeling`s Reptiland											
GBGCR676-15	KJ722687	6166407	TL151_Ot	KJ722687	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																		taxon:184242										United States		St. Augustine Alligator Farm											
GBGCR678-15	KJ722689	6166409	TL153_Ot	KJ722689	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																		taxon:184242										United States		St. Augustine Alligator Farm											
GBGCR6807-19	KX012775	9675944	NZG:BWP36358		Mined from GenBank, NCBI		BOLD:ACH5555	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																												South Africa													
GBGCR6813-19	KM104195	9675950			Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			165506	Mecistops	165507	Mecistops cataphractus					CUVIER 1825																												United States													
GBGCR6826-19	KM104208	9675963			Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			165506	Mecistops	165507	Mecistops cataphractus					CUVIER 1825																												United States													
GBGCR6835-19	KY994088	9675972	Ventanilla_OAX 26		Mined from GenBank, NCBI		BOLD:AAR5109	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	195564	Crocodylus acutus					CUVIER 1807																				15.8044	-96.9917							Mexico													
GBGCR6843-19	KY994096	9675980	CICEA UJAT 103		Mined from GenBank, NCBI		BOLD:ADC8567	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	462340	Crocodylus moreletii					DUMÉRIL & BIBRON 1851																				18.0135	-92.9324							Mexico													
GBGCR692-15	KM406132	6166423	Z86	KM406132	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																		taxon:184242																							
GBMNA11062-19	AJ810452	9628060		AJ810452	Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768																																									
GBMNA11067-19	HM636895	9628065		HM636895	Mined from GenBank, NCBI		BOLD:AAR5109	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	462338	Crocodylus intermedius					GRAVES 1819																																									
GBMTG1850-16	NC_015235	6960223		NC_015235	Mined from GenBank, NCBI		BOLD:ADC8567	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	462340	Crocodylus moreletii					DUMÉRIL & BIBRON 1851																																									
GBMTG2463-16	NC_015651	6960836		NC_015651	Mined from GenBank, NCBI		BOLD:ACA0449	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	462341	Crocodylus novaeguineae					SCHMIDT 1928																																									
BSHMT106-09	139	998521		G-OT334	American Museum of Natural History		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis	195562	Osteolaemus tetraspis tetraspis								Mitchell Eaton								M							-2.0164	9.40621							Gabon				Lewis Stream									
BSHMT122-09	120	998537		DB 1091(1)	American Museum of Natural History		BOLD:AAA8321	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis	195563	Osteolaemus tetraspis osborni								Mitchell Eaton															1.64838	17.359							Republic of the Congo				Mokengui									
BSHMT129-09	C-CC1M	998544		C-CC1M	American Museum of Natural History		BOLD:AAC6458	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			165506	Mecistops	165507	Mecistops cataphractus					CUVIER 1825					Mitchell Eaton								F						Genus has since been changed - from Crocodylus to Mecistops									Republic of the Congo													
BSHMT137-09	G-CC15	998552		G-CC15	American Museum of Natural History		BOLD:AAC6458	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			165506	Mecistops	165507	Mecistops cataphractus					CUVIER 1825					Mitchell Eaton														Genus has since been changed - from Crocodylus to Mecistops									Gabon													
GBGC11573-13	JX627056	3630606	JX627056	JX627056	Mined from GenBank, NCBI		BOLD:ACH5555	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	647702	Osteolaemus sp. FAF-2012																																														
GBGC11583-13	JX627046	3630616	JX627046	JX627046	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	647702	Osteolaemus sp. FAF-2012																																														
